#Locus	Allele	Ethnicity	Frequency	Count
HLA-DPB1	DPB1*02	USA_Hispanic	0.07143	8
HLA-DPB1	DPB1*03	USA_Hispanic	0.08036	9
HLA-DPB1	DPB1*04	USA_Hispanic	0.59821	67
HLA-DPB1	DPB1*05	USA_Hispanic	0.05357	6
HLA-DPB1	DPB1*06	USA_Hispanic	0.01786	2
HLA-DPB1	DPB1*09	USA_Hispanic	0.01786	2
HLA-DPB1	DPB1*10	USA_Hispanic	0.00893	1
HLA-DPB1	DPB1*104	USA_Hispanic	0.02679	3
HLA-DPB1	DPB1*105	USA_Hispanic	0.00893	1
HLA-DPB1	DPB1*106	USA_Hispanic	0	0
HLA-DPB1	DPB1*107	USA_Hispanic	0	0
HLA-DPB1	DPB1*11	USA_Hispanic	0.00893	1
HLA-DPB1	DPB1*124	USA_Hispanic	0	0
HLA-DPB1	DPB1*126	USA_Hispanic	0.00893	1
HLA-DPB1	DPB1*13	USA_Hispanic	0	0
HLA-DPB1	DPB1*130	USA_Hispanic	0	0
HLA-DPB1	DPB1*131	USA_Hispanic	0	0
HLA-DPB1	DPB1*133	USA_Hispanic	0	0
HLA-DPB1	DPB1*135	USA_Hispanic	0	0
HLA-DPB1	DPB1*138	USA_Hispanic	0	0
HLA-DPB1	DPB1*14	USA_Hispanic	0.03571	4
HLA-DPB1	DPB1*15	USA_Hispanic	0	0
HLA-DPB1	DPB1*16	USA_Hispanic	0	0
HLA-DPB1	DPB1*162	USA_Hispanic	0	0
HLA-DPB1	DPB1*17	USA_Hispanic	0.01786	2
HLA-DPB1	DPB1*18	USA_Hispanic	0.00893	1
HLA-DPB1	DPB1*19	USA_Hispanic	0	0
HLA-DPB1	DPB1*20	USA_Hispanic	0	0
HLA-DPB1	DPB1*21	USA_Hispanic	0	0
HLA-DPB1	DPB1*23	USA_Hispanic	0	0
HLA-DPB1	DPB1*25	USA_Hispanic	0	0
HLA-DPB1	DPB1*259	USA_Hispanic	0	0
HLA-DPB1	DPB1*26	USA_Hispanic	0	0
HLA-DPB1	DPB1*29	USA_Hispanic	0	0
HLA-DPB1	DPB1*296	USA_Hispanic	0	0
HLA-DPB1	DPB1*30	USA_Hispanic	0	0
HLA-DPB1	DPB1*31	USA_Hispanic	0	0
HLA-DPB1	DPB1*34	USA_Hispanic	0	0
HLA-DPB1	DPB1*35	USA_Hispanic	0	0
HLA-DPB1	DPB1*350	USA_Hispanic	0	0
HLA-DPB1	DPB1*37	USA_Hispanic	0	0
HLA-DPB1	DPB1*38	USA_Hispanic	0	0
HLA-DPB1	DPB1*39	USA_Hispanic	0	0
HLA-DPB1	DPB1*40	USA_Hispanic	0	0
HLA-DPB1	DPB1*414	USA_Hispanic	0	0
HLA-DPB1	DPB1*416	USA_Hispanic	0.00893	1
HLA-DPB1	DPB1*417	USA_Hispanic	0	0
HLA-DPB1	DPB1*45	USA_Hispanic	0	0
HLA-DPB1	DPB1*46	USA_Hispanic	0	0
HLA-DPB1	DPB1*461	USA_Hispanic	0	0
HLA-DPB1	DPB1*463	USA_Hispanic	0	0
HLA-DPB1	DPB1*47	USA_Hispanic	0	0
HLA-DPB1	DPB1*49	USA_Hispanic	0	0
HLA-DPB1	DPB1*51	USA_Hispanic	0	0
HLA-DPB1	DPB1*519	USA_Hispanic	0	0
HLA-DPB1	DPB1*52	USA_Hispanic	0	0
HLA-DPB1	DPB1*59	USA_Hispanic	0	0
HLA-DPB1	DPB1*63	USA_Hispanic	0	0
HLA-DPB1	DPB1*81	USA_Hispanic	0	0
HLA-DPB1	DPB1*85	USA_Hispanic	0	0
HLA-DPB1	DPB1*90	USA_Hispanic	0	0
HLA-DQA1	DQA1*01	AfAm	0.49868	378
HLA-DQA1	DQA1*02	AfAm	0.08575	65
HLA-DQA1	DQA1*03	AfAm	0.10555	80
HLA-DQA1	DQA1*04	AfAm	0.11609	88
HLA-DQA1	DQA1*05	AfAm	0.19393	147
HLA-DQA1	DQA1*06	AfAm	0	0
HLA-DQA1	DQA1*01	API	0.50003	41
HLA-DQA1	DQA1*02	API	0.03659	3
HLA-DQA1	DQA1*03	API	0.19513	16
HLA-DQA1	DQA1*04	API	0	0
HLA-DQA1	DQA1*05	API	0.08538	7
HLA-DQA1	DQA1*06	API	0.18293	15
HLA-DQA1	DQA1*01	Arab	0.3654	38
HLA-DQA1	DQA1*02	Arab	0.14423	15
HLA-DQA1	DQA1*03	Arab	0.13461	14
HLA-DQA1	DQA1*04	Arab	0.01923	2
HLA-DQA1	DQA1*05	Arab	0.31731	33
HLA-DQA1	DQA1*06	Arab	0.01923	2
HLA-DQA1	DQA1*01	EuAm	0.40323	1946
HLA-DQA1	DQA1*02	EuAm	0.1322	638
HLA-DQA1	DQA1*03	EuAm	0.18194	878
HLA-DQA1	DQA1*04	EuAm	0.02176	105
HLA-DQA1	DQA1*05	EuAm	0.25633	1237
HLA-DQA1	DQA1*06	EuAm	0.00456	22
HLA-DQA1	DQA1*01	European	0.40094	170
HLA-DQA1	DQA1*02	European	0.16981	72
HLA-DQA1	DQA1*03	European	0.17924	76
HLA-DQA1	DQA1*04	European	0.01179	5
HLA-DQA1	DQA1*05	European	0.2382	101
HLA-DQA1	DQA1*06	European	0	0
HLA-DQA1	DQA1*01	Global	0.40599	3023
HLA-DQA1	DQA1*02	Global	0.12624	940
HLA-DQA1	DQA1*03	Global	0.17217	1282
HLA-DQA1	DQA1*04	Global	0.03384	252
HLA-DQA1	DQA1*05	Global	0.25636	1909
HLA-DQA1	DQA1*06	Global	0.00537	40
HLA-DQA1	DQA1*01	Greek	0.44444	136
HLA-DQA1	DQA1*02	Greek	0.05882	18
HLA-DQA1	DQA1*03	Greek	0.11438	35
HLA-DQA1	DQA1*04	Greek	0.01307	4
HLA-DQA1	DQA1*05	Greek	0.36928	113
HLA-DQA1	DQA1*06	Greek	0	0
HLA-DQA1	DQA1*01	India	0.45744	43
HLA-DQA1	DQA1*02	India	0.2766	26
HLA-DQA1	DQA1*03	India	0.06383	6
HLA-DQA1	DQA1*04	India	0.01064	1
HLA-DQA1	DQA1*05	India	0.1915	18
HLA-DQA1	DQA1*06	India	0	0
HLA-DQA1	DQA1*01	Mexican	0.1827	38
HLA-DQA1	DQA1*02	Mexican	0.02404	5
HLA-DQA1	DQA1*03	Mexican	0.3125	65
HLA-DQA1	DQA1*04	Mexican	0.13462	28
HLA-DQA1	DQA1*05	Mexican	0.34135	71
HLA-DQA1	DQA1*06	Mexican	0.00481	1
HLA-DQA1	DQA1*01	Spanish	0.39707	216
HLA-DQA1	DQA1*02	Spanish	0.16176	88
HLA-DQA1	DQA1*03	Spanish	0.13787	75
HLA-DQA1	DQA1*04	Spanish	0.02206	12
HLA-DQA1	DQA1*05	Spanish	0.28125	153
HLA-DQA1	DQA1*06	Spanish	0	0
HLA-DQA1	DQA1*01	USA_Hispanic	0.17	17
HLA-DQA1	DQA1*02	USA_Hispanic	0.1	10
HLA-DQA1	DQA1*03	USA_Hispanic	0.37	37
HLA-DQA1	DQA1*04	USA_Hispanic	0.07	7
HLA-DQA1	DQA1*05	USA_Hispanic	0.29	29
HLA-DQA1	DQA1*06	USA_Hispanic	0	0
HLA-DQB1	DQB1*02	AfAm	0.19084	150
HLA-DQB1	DQB1*03	AfAm	0.23027	181
HLA-DQB1	DQB1*04	AfAm	0.07761	61
HLA-DQB1	DQB1*05	AfAm	0.20739	163
HLA-DQB1	DQB1*06	AfAm	0.29388	231
HLA-DQB1	DQB1*02	API	0.07143	6
HLA-DQB1	DQB1*03	API	0.42857	36
HLA-DQB1	DQB1*04	API	0	0
HLA-DQB1	DQB1*05	API	0.30952	26
HLA-DQB1	DQB1*06	API	0.19046	16
HLA-DQB1	DQB1*02	Arab	0.29808	31
HLA-DQB1	DQB1*03	Arab	0.3077	32
HLA-DQB1	DQB1*04	Arab	0.02885	3
HLA-DQB1	DQB1*05	Arab	0.1827	19
HLA-DQB1	DQB1*06	Arab	0.18269	19
HLA-DQB1	DQB1*02	EuAm	0.21588	1044
HLA-DQB1	DQB1*03	EuAm	0.35381	1711
HLA-DQB1	DQB1*04	EuAm	0.02481	120
HLA-DQB1	DQB1*05	EuAm	0.16398	793
HLA-DQB1	DQB1*06	EuAm	0.24153	1168
HLA-DQB1	DQB1*02	European	0.25944	110
HLA-DQB1	DQB1*03	European	0.32548	138
HLA-DQB1	DQB1*04	European	0.01415	6
HLA-DQB1	DQB1*05	European	0.15566	66
HLA-DQB1	DQB1*06	European	0.24528	104
HLA-DQB1	DQB1*02	Global	0.20824	1764
HLA-DQB1	DQB1*03	Global	0.3493	2959
HLA-DQB1	DQB1*04	Global	0.03258	276
HLA-DQB1	DQB1*05	Global	0.18237	1545
HLA-DQB1	DQB1*06	Global	0.22759	1928
HLA-DQB1	DQB1*02	Greek	0.12385	54
HLA-DQB1	DQB1*03	Greek	0.40827	178
HLA-DQB1	DQB1*04	Greek	0.00917	4
HLA-DQB1	DQB1*05	Greek	0.33714	147
HLA-DQB1	DQB1*06	Greek	0.12156	53
HLA-DQB1	DQB1*02	India	0.15218	42
HLA-DQB1	DQB1*03	India	0.27898	77
HLA-DQB1	DQB1*04	India	0.01811	5
HLA-DQB1	DQB1*05	India	0.24275	67
HLA-DQB1	DQB1*06	India	0.30797	85
HLA-DQB1	DQB1*02	Italian	0.20719	121
HLA-DQB1	DQB1*03	Italian	0.39211	229
HLA-DQB1	DQB1*04	Italian	0.03767	22
HLA-DQB1	DQB1*05	Italian	0.19692	115
HLA-DQB1	DQB1*06	Italian	0.1661	97
HLA-DQB1	DQB1*02	Mexican	0.07692	16
HLA-DQB1	DQB1*03	Mexican	0.60097	125
HLA-DQB1	DQB1*04	Mexican	0.13942	29
HLA-DQB1	DQB1*05	Mexican	0.0625	13
HLA-DQB1	DQB1*06	Mexican	0.12019	25
HLA-DQB1	DQB1*02	Spanish	0.2881	155
HLA-DQB1	DQB1*03	Spanish	0.28811	155
HLA-DQB1	DQB1*04	Spanish	0.02974	16
HLA-DQB1	DQB1*05	Spanish	0.18587	100
HLA-DQB1	DQB1*06	Spanish	0.20818	112
HLA-DQB1	DQB1*02	Thai	0.17857	15
HLA-DQB1	DQB1*03	Thai	0.40476	34
HLA-DQB1	DQB1*04	Thai	0.0119	1
HLA-DQB1	DQB1*05	Thai	0.30951	26
HLA-DQB1	DQB1*06	Thai	0.09523	8
HLA-DQB1	DQB1*02	USA_Hispanic	0.17858	20
HLA-DQB1	DQB1*03	USA_Hispanic	0.56251	63
HLA-DQB1	DQB1*04	USA_Hispanic	0.08036	9
HLA-DQB1	DQB1*05	USA_Hispanic	0.0893	10
HLA-DQB1	DQB1*06	USA_Hispanic	0.08929	10
HLA-DRB1	DRB1*01	AfAm	0.07909	62
HLA-DRB1	DRB1*03	AfAm	0.14159	111
HLA-DRB1	DRB1*04	AfAm	0.07018	55
HLA-DRB1	DRB1*07	AfAm	0.07653	60
HLA-DRB1	DRB1*08	AfAm	0.07909	62
HLA-DRB1	DRB1*09	AfAm	0.01531	12
HLA-DRB1	DRB1*10	AfAm	0.01913	15
HLA-DRB1	DRB1*11	AfAm	0.12756	100
HLA-DRB1	DRB1*12	AfAm	0.0472	37
HLA-DRB1	DRB1*13	AfAm	0.13777	108
HLA-DRB1	DRB1*14	AfAm	0.02169	17
HLA-DRB1	DRB1*15	AfAm	0.17984	141
HLA-DRB1	DRB1*16	AfAm	0.00511	4
HLA-DRB1	DRB1*01	API	0.06977	6
HLA-DRB1	DRB1*03	API	0.04651	4
HLA-DRB1	DRB1*04	API	0.09302	8
HLA-DRB1	DRB1*07	API	0.03488	3
HLA-DRB1	DRB1*08	API	0.03488	3
HLA-DRB1	DRB1*09	API	0.09302	8
HLA-DRB1	DRB1*10	API	0.01163	1
HLA-DRB1	DRB1*11	API	0.03489	3
HLA-DRB1	DRB1*12	API	0.19768	17
HLA-DRB1	DRB1*13	API	0.03489	3
HLA-DRB1	DRB1*14	API	0.0814	7
HLA-DRB1	DRB1*15	API	0.25582	22
HLA-DRB1	DRB1*16	API	0.01163	1
HLA-DRB1	DRB1*01	Arab	0.02885	3
HLA-DRB1	DRB1*03	Arab	0.17308	18
HLA-DRB1	DRB1*04	Arab	0.13462	14
HLA-DRB1	DRB1*07	Arab	0.14423	15
HLA-DRB1	DRB1*08	Arab	0.02885	3
HLA-DRB1	DRB1*09	Arab	0	0
HLA-DRB1	DRB1*10	Arab	0.00962	1
HLA-DRB1	DRB1*11	Arab	0.13462	14
HLA-DRB1	DRB1*12	Arab	0.02885	3
HLA-DRB1	DRB1*13	Arab	0.0577	6
HLA-DRB1	DRB1*14	Arab	0.02885	3
HLA-DRB1	DRB1*15	Arab	0.13462	14
HLA-DRB1	DRB1*16	Arab	0.09615	10
HLA-DRB1	DRB1*01	EuAm	0.1121	552
HLA-DRB1	DRB1*03	EuAm	0.11819	582
HLA-DRB1	DRB1*04	EuAm	0.16673	821
HLA-DRB1	DRB1*07	EuAm	0.13343	657
HLA-DRB1	DRB1*08	EuAm	0.0268	132
HLA-DRB1	DRB1*09	EuAm	0.00894	44
HLA-DRB1	DRB1*10	EuAm	0.00833	41
HLA-DRB1	DRB1*11	EuAm	0.10479	516
HLA-DRB1	DRB1*12	EuAm	0.02011	99
HLA-DRB1	DRB1*13	EuAm	0.1192	587
HLA-DRB1	DRB1*14	EuAm	0.02295	113
HLA-DRB1	DRB1*15	EuAm	0.13769	678
HLA-DRB1	DRB1*16	EuAm	0.02071	102
HLA-DRB1	DRB1*01	European	0.09906	42
HLA-DRB1	DRB1*03	European	0.12972	55
HLA-DRB1	DRB1*04	European	0.16038	68
HLA-DRB1	DRB1*07	European	0.17217	73
HLA-DRB1	DRB1*08	European	0.01651	7
HLA-DRB1	DRB1*09	European	0.01179	5
HLA-DRB1	DRB1*10	European	0.00943	4
HLA-DRB1	DRB1*11	European	0.07783	33
HLA-DRB1	DRB1*12	European	0.0118	5
HLA-DRB1	DRB1*13	European	0.10378	44
HLA-DRB1	DRB1*14	European	0.02595	11
HLA-DRB1	DRB1*15	European	0.14859	63
HLA-DRB1	DRB1*16	European	0.03302	14
HLA-DRB1	DRB1*01	Global	0.09552	823
HLA-DRB1	DRB1*03	Global	0.11225	967
HLA-DRB1	DRB1*04	Global	0.14695	1266
HLA-DRB1	DRB1*07	Global	0.12709	1095
HLA-DRB1	DRB1*08	Global	0.03401	293
HLA-DRB1	DRB1*09	Global	0.01126	97
HLA-DRB1	DRB1*10	Global	0.01358	117
HLA-DRB1	DRB1*11	Global	0.12074	1040
HLA-DRB1	DRB1*12	Global	0.02484	214
HLA-DRB1	DRB1*13	Global	0.11538	994
HLA-DRB1	DRB1*14	Global	0.03471	299
HLA-DRB1	DRB1*15	Global	0.13267	1143
HLA-DRB1	DRB1*16	Global	0.0311	268
HLA-DRB1	DRB1*01	Greek	0.06849	30
HLA-DRB1	DRB1*03	Greek	0.06621	29
HLA-DRB1	DRB1*04	Greek	0.11644	51
HLA-DRB1	DRB1*07	Greek	0.05251	23
HLA-DRB1	DRB1*08	Greek	0.00913	4
HLA-DRB1	DRB1*09	Greek	0	0
HLA-DRB1	DRB1*10	Greek	0.01826	8
HLA-DRB1	DRB1*11	Greek	0.27853	122
HLA-DRB1	DRB1*12	Greek	0.02055	9
HLA-DRB1	DRB1*13	Greek	0.07762	34
HLA-DRB1	DRB1*14	Greek	0.06621	29
HLA-DRB1	DRB1*15	Greek	0.07306	32
HLA-DRB1	DRB1*16	Greek	0.15297	67
HLA-DRB1	DRB1*01	India	0.0463	15
HLA-DRB1	DRB1*03	India	0.03704	12
HLA-DRB1	DRB1*04	India	0.08335	27
HLA-DRB1	DRB1*07	India	0.19753	64
HLA-DRB1	DRB1*08	India	0.01853	6
HLA-DRB1	DRB1*09	India	0.00926	3
HLA-DRB1	DRB1*10	India	0.08025	26
HLA-DRB1	DRB1*11	India	0.06173	20
HLA-DRB1	DRB1*12	India	0.03703	12
HLA-DRB1	DRB1*13	India	0.14815	48
HLA-DRB1	DRB1*14	India	0.10803	35
HLA-DRB1	DRB1*15	India	0.16975	55
HLA-DRB1	DRB1*16	India	0.00309	1
HLA-DRB1	DRB1*01	Italian	0.07362	43
HLA-DRB1	DRB1*03	Italian	0.10445	61
HLA-DRB1	DRB1*04	Italian	0.07363	43
HLA-DRB1	DRB1*07	Italian	0.14212	83
HLA-DRB1	DRB1*08	Italian	0.03766	22
HLA-DRB1	DRB1*09	Italian	0.01884	11
HLA-DRB1	DRB1*10	Italian	0.0137	8
HLA-DRB1	DRB1*11	Italian	0.23457	137
HLA-DRB1	DRB1*12	Italian	0.01712	10
HLA-DRB1	DRB1*13	Italian	0.1096	64
HLA-DRB1	DRB1*14	Italian	0.04623	27
HLA-DRB1	DRB1*15	Italian	0.08219	48
HLA-DRB1	DRB1*16	Italian	0.04623	27
HLA-DRB1	DRB1*01	Mexican	0.02885	6
HLA-DRB1	DRB1*03	Mexican	0.04327	9
HLA-DRB1	DRB1*04	Mexican	0.3077	64
HLA-DRB1	DRB1*07	Mexican	0.02404	5
HLA-DRB1	DRB1*08	Mexican	0.14424	30
HLA-DRB1	DRB1*09	Mexican	0.00481	1
HLA-DRB1	DRB1*10	Mexican	0.00962	2
HLA-DRB1	DRB1*11	Mexican	0.06731	14
HLA-DRB1	DRB1*12	Mexican	0.00481	1
HLA-DRB1	DRB1*13	Mexican	0.09615	20
HLA-DRB1	DRB1*14	Mexican	0.11058	23
HLA-DRB1	DRB1*15	Mexican	0.0577	12
HLA-DRB1	DRB1*16	Mexican	0.10096	21
HLA-DRB1	DRB1*01	Spanish	0.10846	59
HLA-DRB1	DRB1*03	Spanish	0.13419	73
HLA-DRB1	DRB1*04	Spanish	0.13235	72
HLA-DRB1	DRB1*07	Spanish	0.15993	87
HLA-DRB1	DRB1*08	Spanish	0.0239	13
HLA-DRB1	DRB1*09	Spanish	0.00735	4
HLA-DRB1	DRB1*10	Spanish	0.01838	10
HLA-DRB1	DRB1*11	Spanish	0.11213	61
HLA-DRB1	DRB1*12	Spanish	0.00919	5
HLA-DRB1	DRB1*13	Spanish	0.12868	70
HLA-DRB1	DRB1*14	Spanish	0.03126	17
HLA-DRB1	DRB1*15	Spanish	0.10846	59
HLA-DRB1	DRB1*16	Spanish	0.02574	14
HLA-DRB1	DRB1*01	Thai	0	0
HLA-DRB1	DRB1*03	Thai	0.04762	4
HLA-DRB1	DRB1*04	Thai	0.07142	6
HLA-DRB1	DRB1*07	Thai	0.16667	14
HLA-DRB1	DRB1*08	Thai	0.02381	2
HLA-DRB1	DRB1*09	Thai	0.09524	8
HLA-DRB1	DRB1*10	Thai	0.0119	1
HLA-DRB1	DRB1*11	Thai	0.08332	7
HLA-DRB1	DRB1*12	Thai	0.17857	15
HLA-DRB1	DRB1*13	Thai	0.03571	3
HLA-DRB1	DRB1*14	Thai	0.09523	8
HLA-DRB1	DRB1*15	Thai	0.16666	14
HLA-DRB1	DRB1*16	Thai	0.02381	2
HLA-DRB1	DRB1*01	USA_Hispanic	0.04465	5
HLA-DRB1	DRB1*03	USA_Hispanic	0.08036	9
HLA-DRB1	DRB1*04	USA_Hispanic	0.33035	37
HLA-DRB1	DRB1*07	USA_Hispanic	0.09821	11
HLA-DRB1	DRB1*08	USA_Hispanic	0.08036	9
HLA-DRB1	DRB1*09	USA_Hispanic	0.00893	1
HLA-DRB1	DRB1*10	USA_Hispanic	0	0
HLA-DRB1	DRB1*11	USA_Hispanic	0.11608	13
HLA-DRB1	DRB1*12	USA_Hispanic	0.00893	1
HLA-DRB1	DRB1*13	USA_Hispanic	0.0625	7
HLA-DRB1	DRB1*14	USA_Hispanic	0.08036	9
HLA-DRB1	DRB1*15	USA_Hispanic	0.04464	5
HLA-DRB1	DRB1*16	USA_Hispanic	0.04465	5
HLA-DRB3	DRB3*00	AfAm	0.52902	401
HLA-DRB3	DRB3*01	AfAm	0.1161	88
HLA-DRB3	DRB3*02	AfAm	0.26782	203
HLA-DRB3	DRB3*03	AfAm	0.08707	66
HLA-DRB3	DRB3*00	API	0.62195	51
HLA-DRB3	DRB3*01	API	0.04878	4
HLA-DRB3	DRB3*02	API	0.13415	11
HLA-DRB3	DRB3*03	API	0.19512	16
HLA-DRB3	DRB3*00	Arab	0.57692	60
HLA-DRB3	DRB3*01	Arab	0.03846	4
HLA-DRB3	DRB3*02	Arab	0.32692	34
HLA-DRB3	DRB3*03	Arab	0.05769	6
HLA-DRB3	DRB3*00	EuAm	0.61465	3045
HLA-DRB3	DRB3*01	EuAm	0.14432	715
HLA-DRB3	DRB3*02	EuAm	0.196	971
HLA-DRB3	DRB3*03	EuAm	0.04501	223
HLA-DRB3	DRB3*00	European	0.61321	260
HLA-DRB3	DRB3*01	European	0.17689	75
HLA-DRB3	DRB3*02	European	0.18397	78
HLA-DRB3	DRB3*03	European	0.02594	11
HLA-DRB3	DRB3*00	Global	0.60536	4361
HLA-DRB3	DRB3*01	Global	0.13979	1007
HLA-DRB3	DRB3*02	Global	0.20628	1486
HLA-DRB3	DRB3*03	Global	0.04859	350
HLA-DRB3	DRB3*00	India	0.46154	12
HLA-DRB3	DRB3*01	India	0.07692	2
HLA-DRB3	DRB3*02	India	0.38462	10
HLA-DRB3	DRB3*03	India	0.07692	2
HLA-DRB3	DRB3*00	Mexican	0.67788	141
HLA-DRB3	DRB3*01	Mexican	0.15385	32
HLA-DRB3	DRB3*02	Mexican	0.13461	28
HLA-DRB3	DRB3*03	Mexican	0.03365	7
HLA-DRB3	DRB3*00	Spanish	0.58425	319
HLA-DRB3	DRB3*01	Spanish	0.1337	73
HLA-DRB3	DRB3*02	Spanish	0.25457	139
HLA-DRB3	DRB3*03	Spanish	0.02747	15
HLA-DRB3	DRB3*00	USA_Hispanic	0.70588	72
HLA-DRB3	DRB3*01	USA_Hispanic	0.13725	14
HLA-DRB3	DRB3*02	USA_Hispanic	0.11765	12
HLA-DRB3	DRB3*03	USA_Hispanic	0.03921	4
HLA-DRB4	DRB4*00	AfAm	0.83777	630
HLA-DRB4	DRB4*01	AfAm	0.16223	122
HLA-DRB4	DRB4*03	AfAm	0	0
HLA-DRB4	DRB4*00	API	0.78049	64
HLA-DRB4	DRB4*01	API	0.21952	18
HLA-DRB4	DRB4*03	API	0	0
HLA-DRB4	DRB4*00	Arab	0.72115	75
HLA-DRB4	DRB4*01	Arab	0.27885	29
HLA-DRB4	DRB4*03	Arab	0	0
HLA-DRB4	DRB4*00	EuAm	0.69169	3363
HLA-DRB4	DRB4*01	EuAm	0.3079	1497
HLA-DRB4	DRB4*03	EuAm	0.00041	2
HLA-DRB4	DRB4*00	European	0.62972	267
HLA-DRB4	DRB4*01	European	0.37028	157
HLA-DRB4	DRB4*03	European	0	0
HLA-DRB4	DRB4*00	Global	0.70222	4990
HLA-DRB4	DRB4*01	Global	0.2975	2114
HLA-DRB4	DRB4*03	Global	0.00028	2
HLA-DRB4	DRB4*00	India	0.61538	16
HLA-DRB4	DRB4*01	India	0.38461	10
HLA-DRB4	DRB4*03	India	0	0
HLA-DRB4	DRB4*00	Mexican	0.66346	138
HLA-DRB4	DRB4*01	Mexican	0.33654	70
HLA-DRB4	DRB4*03	Mexican	0	0
HLA-DRB4	DRB4*00	Spanish	0.70147	383
HLA-DRB4	DRB4*01	Spanish	0.29854	163
HLA-DRB4	DRB4*03	Spanish	0	0
HLA-DRB4	DRB4*00	USA_Hispanic	0.52941	54
HLA-DRB4	DRB4*01	USA_Hispanic	0.47059	48
HLA-DRB4	DRB4*03	USA_Hispanic	0	0
HLA-DRB5	DRB5*00	AfAm	0.82672	625
HLA-DRB5	DRB5*01	AfAm	0.16932	128
HLA-DRB5	DRB5*02	AfAm	0.00397	3
HLA-DRB5	DRB5*00	API	0.71951	59
HLA-DRB5	DRB5*01	API	0.28049	23
HLA-DRB5	DRB5*02	API	0	0
HLA-DRB5	DRB5*00	Arab	0.77885	81
HLA-DRB5	DRB5*01	Arab	0.14423	15
HLA-DRB5	DRB5*02	Arab	0.07692	8
HLA-DRB5	DRB5*00	EuAm	0.84134	4168
HLA-DRB5	DRB5*01	EuAm	0.13827	685
HLA-DRB5	DRB5*02	EuAm	0.02039	101
HLA-DRB5	DRB5*00	European	0.79009	335
HLA-DRB5	DRB5*01	European	0.17453	74
HLA-DRB5	DRB5*02	European	0.03538	15
HLA-DRB5	DRB5*00	Global	0.83699	6028
HLA-DRB5	DRB5*01	Global	0.13998	1008
HLA-DRB5	DRB5*02	Global	0.02305	166
HLA-DRB5	DRB5*00	India	0.80769	21
HLA-DRB5	DRB5*01	India	0.1923	5
HLA-DRB5	DRB5*02	India	0	0
HLA-DRB5	DRB5*00	Mexican	0.84135	175
HLA-DRB5	DRB5*01	Mexican	0.0577	12
HLA-DRB5	DRB5*02	Mexican	0.10096	21
HLA-DRB5	DRB5*00	Spanish	0.86447	472
HLA-DRB5	DRB5*01	Spanish	0.10989	60
HLA-DRB5	DRB5*02	Spanish	0.02564	14
HLA-DRB5	DRB5*00	USA_Hispanic	0.90196	92
HLA-DRB5	DRB5*01	USA_Hispanic	0.05882	6
HLA-DRB5	DRB5*02	USA_Hispanic	0.03922	4
