#GBE_ID	pheno	pheno_plot	dataset	train_geno_and_covars	train_geno	train_covars	val_geno_and_covars	val_geno	val_covars	test_geno_and_covars	test_geno	test_covars
INI30000	White_blood_cell_(leukocyte)_count	White blood cell count	blood	0.159678506188355	0.159129990902711	0.00510301226672736	0.074511480721612	0.0685225295870344	0.00679959915467741	0.072121176341973	0.0648709816661169	0.00753967578625432
INI30010	Red_blood_cell_(erythrocyte)_count	Red blood cell count	blood	0.398472528384955	0.160300046783956	0.258163643230656	0.354065126434788	0.0991761275556814	0.259137191309968	0.354968801052046	0.104504047901154	0.256294010511292
INI30020	Haemoglobin_concentration	Haemoglobin concentration	blood	0.465804640383756	0.123629378832002	0.362445275342955	0.425087146627488	0.0584621876919604	0.368709505824637	0.420574681749118	0.0615873016418879	0.361313223756202
INI30030	Haematocrit_percentage	Haematocrit %	blood	0.429422907473538	0.125155108063861	0.326344805076791	0.381819707691019	0.055078007548319	0.328454767490284	0.382637897019776	0.0587419319666722	0.3261233647279
INI30040	Mean_corpuscular_volume	Mean corpuscular volume	blood	0.26047634910877	0.248916512412991	0.0144209443181567	0.198113304185392	0.184942705624986	0.0154486296153175	0.205617887033158	0.191607334732723	0.0155456438905616
INI30050	Mean_corpuscular_haemoglobin	Mean corpuscular haemoglobin	blood	0.231020377759473	0.216513344465622	0.0181195470874968	0.179950068660821	0.161997697890595	0.0206099484088114	0.182216899330416	0.16469110305545	0.0191973713423418
INI30060	Mean_corpuscular_haemoglobin_concentration	Mean corpuscular haemoglobin concentration	blood	0.0837122691885217	0.0804728113578609	0.0123717152424026	0.0391161028908875	0.0245675837047623	0.0148016803759897	0.0359190840430964	0.0238116634223288	0.0123857742630395
INI30070	Red_blood_cell_(erythrocyte)_distribution_width	Red blood cell distribution width	blood	0.168399666104687	0.164284168173478	0.00694461548452277	0.0849251617336772	0.0773181657263652	0.00758339692302699	0.0848322296218628	0.0791485942051931	0.00582821349205274
INI30080	Platelet_count	Platelet count	blood	0.292033442715013	0.241315230558881	0.0597324122955539	0.243685702962089	0.190165689059174	0.0584238060449463	0.240243050599797	0.186137478139566	0.0577715935100722
INI30090	Platelet_crit	Platelet crit	blood	0.29124117147838	0.216926299442025	0.0878714450465895	0.226860554019905	0.146979650811701	0.0843697467067402	0.229495783229192	0.146761715649408	0.0867124348816476
INI30100	Mean_platelet_(thrombocyte)_volume	Mean platelet volume	blood	0.381196176682373	0.379453374573031	0.00196320236292986	0.340035977790731	0.338829415694782	0.00143903752670677	0.336567968474859	0.334855098019581	0.00186529941779448
INI30110	Platelet_distribution_width	Platelet distribution width	blood	0.290611904323429	0.271990723351512	0.0215636830874385	0.227917276780082	0.204475010750384	0.0230155098768855	0.220464340274974	0.198675564824485	0.0217952290480083
INI30120	Lymphocyte_count	Lymphocyte count	blood	0.107639409818912	0.111665295333687	0.00462049409991347	0.0263304794941747	0.0185834946726875	0.00804566595115597	0.0301502929528818	0.0186361641513573	0.0130555464231594
INI30130	Monocyte_count	Monocyte count	blood	0.102824238618353	0.0740979990016146	0.0349075885814641	0.097013919345771	0.0576017411254014	0.0412156804370891	0.102680489568833	0.0683514010729796	0.0379742395188075
INI30140	Neutrophill_count	Neutrophill count	blood	0.170857109042429	0.169619627915627	0.00401938108036465	0.0804139641328978	0.0767840708553378	0.00420305245721147	0.0839261964348087	0.0800129245389038	0.00434965543041889
INI30150	Eosinophill_count	Eosinophill count	blood	0.181644812195341	0.177795288003649	0.00844573001789028	0.110785355535735	0.0987007740140511	0.0127615293045361	0.0961400052456942	0.0878217745793219	0.00907227624086306
INI30160	Basophill_count	Basophill count	blood	0.0753660336430147	0.0769316686279168	0.00268869393797605	0.0148553696327415	0.012183650689265	0.0027854432933801	0.0156847076025857	0.013964128873651	0.00187072653306187
INI30170	Nucleated_red_blood_cell_count	Nuc. red blood cell count	blood	0.000142788178517473	6.89919018416219e-05	0.000142485128798915	8.73637890630645e-06	4.90305027621581e-06	8.75617685940156e-06	2.93192950947833e-05	6.64577330025842e-06	2.93615201330786e-05
INI30180	Lymphocyte_percentage	Lymphocyte %	blood	0.133907990941961	0.123812307106577	0.0185441597813383	0.0886479994960597	0.0720463969132046	0.0183406455822194	0.0906308191114346	0.0724624640065933	0.0199853416716074
INI30190	Monocyte_percentage	Monocyte %	blood	0.163283885941145	0.129599319947251	0.0427440189611953	0.11396626605758	0.0703486468996983	0.0441250356149965	0.123974344517977	0.0841976543851753	0.0419886916205282
INI30200	Neutrophill_percentage	Neutrophill %	blood	0.123307308547493	0.122851997343301	0.00165839160224434	0.0635224664940507	0.0631210296654372	0.000845577036723993	0.0695243850725566	0.0672923426445235	0.00234593533631013
INI30210	Eosinophill_percentage	Eosinophill %	blood	0.120517913368907	0.115314707342402	0.00857394355131662	0.101416287545346	0.0908901805915721	0.0114149073215546	0.085458175587557	0.0789518864996599	0.00784089257055245
INI30220	Basophill_percentage	Basophill %	blood	0.0677888494969082	0.0687249609720977	0.00272907235603458	0.0161763321073952	0.013408227931948	0.00288013161920177	0.0159126628244932	0.0141991246790942	0.00183713147925874
INI30230	Nucleated_red_blood_cell_percentage	Nuc. red blood cell %	blood	0.000160070580571279	6.892116183182e-05	0.000159571046519551	8.46633297734083e-05	1.21560646103686e-05	8.48208304679109e-05	0.000150950353241062	3.08437817485144e-06	0.000151050558270037
INI30240	Reticulocyte_percentage	Reticulocyte %	blood	0.0797989382711304	0.0798309878306897	0.00123336143754315	0.0277195394138689	0.0262119510063617	0.00146983164093895	0.0276362367993814	0.0269446227058601	0.000753951313672548
INI30250	Reticulocyte_count	Reticulocyte count	blood	0.0959603216940564	0.0927108997743118	0.0109842788811457	0.0374082297229141	0.0271969097176506	0.0103940302508757	0.050092646885386	0.0385359026286584	0.011768452991155
INI30260	Mean_reticulocyte_volume	Mean reticulocyte volume	blood	0.201176393386866	0.192500128835728	0.0106222188526777	0.153116896660383	0.143647859818628	0.0105104190029216	0.148455812424654	0.138602858302074	0.0106350307331468
INI30270	Mean_sphered_cell_volume	Mean sphered cell volume	blood	0.190496742197025	0.184231225076224	0.00854742114681843	0.151758834178116	0.144397533452518	0.00874012338197191	0.145823330779055	0.139641258541924	0.00756715177997629
INI30280	Immature_reticulocyte_fraction	Immature reticulocyte fraction	blood	0.148753650246911	0.144086860887019	0.00731760331233162	0.0948350965314398	0.0875488195526709	0.00765303701105017	0.0931136339088082	0.0842864592960886	0.00911894857647401
INI30290	High_light_scatter_reticulocyte_percentage	High light scatter reticulocyte %	blood	0.0854629096471847	0.0845415385837471	0.00203294060034015	0.0827805166561779	0.0787027304431539	0.00403211571722512	0.0145936791321621	0.0139764279791521	0.000601883607035592
INI30300	High_light_scatter_reticulocyte_count	High light scatter reticulocyte count	blood	0.130817583720471	0.120454676923972	0.0146623041745433	0.102397357317834	0.0867006829181662	0.0168281680416598	0.106138131151391	0.0910779244052004	0.0154250625295667
Alanine_aminotransferase	Alanine_aminotransferase	Alanine aminotransferase	biomarkers	0.133808276703675	0.133811615848923	6.96279340569921e-06	0.0592374706672823	0.0592196048829818	1.77119570935545e-05	0.0581939534111427	0.0581731383973316	1.51066482191486e-05
Albumin	Albumin	Albumin	biomarkers	0.179199447528007	0.179200182372578	1.24838492637172e-05	0.0674639505307604	0.0674278393872668	3.7755259838996e-05	0.0713479012502864	0.0713488873960487	2.64830133498227e-06
Alkaline_phosphatase	Alkaline_phosphatase	Alkaline phosphatase	biomarkers	0.280458317181535	0.280419489507748	4.01149829384936e-05	0.212117097439874	0.212292897125027	3.9238941825904e-05	0.210599347142373	0.210734496484458	1.70819608311426e-05
Apolipoprotein_A	Apolipoprotein_A	Apolipoprotein A	biomarkers	0.233926036022941	0.233913314585708	7.0837281853507e-06	0.157825924302014	0.157789549719036	9.66484402989944e-05	0.159406459903948	0.159357952519824	5.24153760108256e-05
Apolipoprotein_B_adjstatins	Apolipoprotein_B_adjstatins	Apolipoprotein B	biomarkers	0.308116790417481	0.308096833812634	3.73069712853417e-05	0.261101362888069	0.261126840586756	5.3397244088103e-07	0.258554576861965	0.258581589265439	9.23556942433073e-07
Aspartate_aminotransferase	Aspartate_aminotransferase	Aspartate aminotransferase	biomarkers	0.120401618443352	0.12039253624347	1.61359640772212e-05	0.0677653595916006	0.0677980422122879	5.75767028717907e-07	0.0657640509761091	0.0656958332877187	0.000100236586679645
Calcium	Calcium	Calcium	biomarkers	0.170158240010265	0.170151662245132	9.2165919753858e-06	0.0680501905795917	0.0681089364520906	9.2784027977748e-06	0.0675593092854105	0.0675667578468271	3.78383698588831e-06
Cholesterol_adjstatins	Cholesterol_adjstatins	Cholesterol	biomarkers	0.129868085529953	0.129834146183054	5.62302519248649e-05	0.132268734970912	0.132240303389403	5.13502180141161e-05	0.129459424486169	0.129468271716776	3.06087115232686e-05
C_reactive_protein	C_reactive_protein	C-reactive protein	biomarkers	0.193222255601633	0.193184158684491	5.93167296813857e-05	0.118863663561681	0.118776281565974	3.78185525707085e-05	0.119705449293804	0.119811993037221	2.71372988157699e-07
Creatinine	Creatinine	Creatinine	biomarkers	0.167491913527683	0.167484368877512	2.32358909139233e-05	0.0937961906094763	0.0938870306056486	5.07354730224994e-05	0.0933804725400995	0.093432236193482	8.13672227707407e-07
Cystatin_C	Cystatin_C	Cystatin C	biomarkers	0.185998475019001	0.185971812286293	4.79694649019727e-05	0.131863870326853	0.131864865664275	3.48681301690804e-05	0.133116833378459	0.133072061546568	4.31568856959215e-05
Direct_bilirubin	Direct_bilirubin	Direct bilirubin	biomarkers	0.306675311497883	0.306674562318343	2.16455226230958e-07	0.290080410559748	0.290092642904277	4.16451239812249e-06	0.27629670636519	0.276301288415775	4.30456235485041e-07
Gamma_glutamyltransferase	Gamma_glutamyltransferase	Gamma glutamyltransferase	biomarkers	0.210662135555138	0.210659618671474	1.09574039536457e-05	0.137296388805665	0.137253398791432	7.43885520005663e-05	0.12797761399104	0.127976203847067	2.38838274654723e-05
Glucose	Glucose	Glucose	biomarkers	0.0688459284724231	0.0688349532935683	1.45159885959158e-05	0.0239835330434632	0.0239732171802584	1.63623805947517e-05	0.0242959112892969	0.0243179511281485	1.39942683077321e-06
Glycated_haemoglobin_HbA1c	Glycated_haemoglobin_HbA1c	HbA1c	biomarkers	0.199708200274493	0.199710979171124	7.8656033851518e-06	0.105343377141115	0.105318027239876	4.6253162676813e-05	0.101166610526046	0.101168783130565	3.88260044635067e-08
HDL_cholesterol	HDL_cholesterol	HDL cholesterol	biomarkers	0.234962709871089	0.234934063242343	2.48506647474428e-05	0.184581092572167	0.184471488186548	0.000268742433782317	0.183563615467389	0.183541084989661	1.43045660587933e-05
IGF_1	IGF_1	IGF-1	biomarkers	0.193950767542712	0.193949481913869	1.52484421673364e-05	0.126554226175655	0.126591263425482	3.50241550690758e-06	0.122869880877233	0.122923359196853	1.06931293007527e-05
LDL_direct_adjstatins	LDL_direct_adjstatins	LDL cholesterol	biomarkers	0.227821104761564	0.227780856448586	5.76713741198271e-05	0.207368238094489	0.207396908971129	1.13960480644124e-05	0.204345249669631	0.20436114927553	2.08698310798437e-05
Lipoprotein_A	Lipoprotein_A	Lipoprotein A	biomarkers	0.596160320733251	0.596155066245132	1.35220309103807e-06	0.560181097188448	0.560195425778723	6.40403459363841e-05	0.548041655194292	0.548051106048646	4.97162578598245e-06
Phosphate	Phosphate	Phosphate	biomarkers	0.162570422067582	0.162572199128404	5.46386573402214e-06	0.0726462355696638	0.0726452206955345	5.27603707272453e-07	0.0694237464625308	0.0693895460086666	7.25236453367504e-05
SHBG	SHBG	SHBG	biomarkers	0.193294691823602	0.193293296635538	2.56779338556667e-06	0.163379490790507	0.163347490490778	9.64991856614466e-05	0.164509799969417	0.16452237556405	3.10541122303149e-06
Testosterone	Testosterone	Testosterone	biomarkers	0.115974164769022	0.11599340600356	4.98207449263024e-05	0.0284694741313586	0.0286736312307494	0.000117353833074068	0.0282086087317212	0.0283249463001067	2.51794949679927e-05
Total_bilirubin	Total_bilirubin	Total bilirubin	biomarkers	0.370091694798281	0.370082048812446	1.5707152939462e-05	0.371264237341257	0.371249857125136	2.82859613477644e-05	0.36253367797192	0.362525329903136	4.99232266506301e-06
Total_protein	Total_protein	Total protein	biomarkers	0.181016256441162	0.181007905566266	1.12958665461851e-05	0.0844411744453469	0.0844122649731123	9.45852230616829e-05	0.0845830501102141	0.0845192614417086	3.78422141758095e-05
Triglycerides	Triglycerides	Triglycerides	biomarkers	0.176179552411743	0.176176972017222	3.95551800586237e-06	0.118968147792422	0.11894983258869	3.91437278585753e-05	0.125870832063759	0.12587090759736	4.65561207336288e-08
Urate	Urate	Urate	biomarkers	0.199064014542632	0.199050245909844	2.45064671204845e-05	0.139317646695581	0.139318164949026	8.20533861331555e-06	0.144281859597647	0.144273118485069	1.12982077016259e-05
Urea	Urea	Urea	biomarkers	0.155477278386645	0.155478074267902	2.91038914486698e-06	0.0504074461288886	0.0504001007445429	5.44890721675105e-06	0.0486393641791887	0.048626203894636	2.36023287150035e-05
Vitamin_D	Vitamin_D	Vitamin D	biomarkers	0.152743275784863	0.152742392286176	6.9114657849091e-08	0.0534575028505785	0.053445685039466	0.000198856010185821	0.0545887757689329	0.0545850655053501	2.46218912784045e-05
Creatinine_in_urine	Creatinine_in_urine	Creatinine in urine	biomarkers	0.111851716000589	0.111900350634265	1.23768821544362e-05	0.00734351837628519	0.00730667877630853	7.63000733019322e-05	0.00722835794749636	0.00722905674528658	1.16491950939569e-06
eGFR	eGFR	eGFR	biomarkers	0.122062944090942	0.12206012029438	1.93742455426953e-05	0.0659010263922336	0.0660004291722972	5.9541831216751e-05	0.0659352824358397	0.0659945988098247	2.20957143423645e-07
Microalbumin_in_urine	Microalbumin_in_urine	Microalbumin in urine	biomarkers	0.0162570148273339	0.0173643341857643	6.24376810353831e-05	0.000354240832987189	0.000389670016497929	1.86743965414918e-06	0.000188919628376389	0.000239788036221735	7.93782415980735e-06
Potassium_in_urine	Potassium_in_urine	Potassium in urine	biomarkers	0.0576542812634603	0.0576639388462499	1.0419241025041e-06	0.00190262255898978	0.00189958103519068	7.79351977898329e-06	0.00207701869415434	0.00207289173951546	1.19466098819216e-05
Sodium_in_urine	Sodium_in_urine	Sodium in urine	biomarkers	0.104888705485109	0.104916551839154	5.9411211175283e-06	0.00764495697022345	0.00760503272803515	0.000137849390518669	0.00846840307057486	0.00848381937299412	1.21303905913295e-05
Non_albumin_protein	Non_albumin_protein	Non-albumin protein	biomarkers	0.198600453486527	0.198583781980163	1.81251819389364e-05	0.112160499702918	0.112136515839443	5.69635206302908e-05	0.109669837296611	0.109642489530463	1.13893334322293e-05
AST_ALT_ratio	AST_ALT_ratio	AST to ALT ratio	biomarkers	0.167421832768687	0.167421801142606	1.34982646954415e-08	0.0710551682884299	0.0710605563991945	0.000144113941225356	0.0757623420786428	0.0757622188089076	2.54442824679369e-06
